Source,Target
D/b7,G:maj7/3
G:maj7/3,G:minmaj7/b3
G:minmaj7/b3,D
D,D/b7
D/b7,G:maj7/3
G:maj7/3,G:minmaj7/b3
G:minmaj7/b3,D
D,D/b7
D/b7,G:maj7/3
G:maj7/3,G:minmaj7/b3
G:minmaj7/b3,D
D,D/b7
D/b7,G:maj7/3
G:maj7/3,G:minmaj7/b3
G:minmaj7/b3,D
D,C
C,G
G,D
D,D
D,D:sus4(9)
D:sus4(9),D
D,C/9
C/9,G/5
G/5,A/4
A/4,C/9
C/9,D
D,N
N,N
N,A:min
A:min,F:7
F:7,A:min
A:min,F:7
F:7,A:min
A:min,G:min7
G:min7,C
C,G:min7
G:min7,C
C,F:7
F:7,D:7
D:7,F:7
F:7,D:7
D:7,F:7
F:7,G
G,A:min
A:min,F:7
F:7,A:min
A:min,F:7
F:7,A:min
A:min,G:min7
G:min7,C
C,G:min7
G:min7,C
C,F:7
F:7,D:7
D:7,F:7
F:7,D:7
D:7,F:7
F:7,G
G,A:min
A:min,F/3
F/3,F#:dim/b3
F#:dim/b3,A:min7
A:min7,F:7
F:7,G
G,N
N,A:min
A:min,F:7
F:7,A:min
A:min,F:7
F:7,A:min
A:min,G:min7
G:min7,C
C,G:min7
G:min7,C
C,F:7
F:7,D:7
D:7,F:7
F:7,D:7
D:7,F:7
F:7,G
G,F:7(b9)
F:7(b9),B:dim7/b9
B:dim7/b9,Bb:dim7/5
Bb:dim7/5,C:dim7
C:dim7,C:dim7/2
C:dim7/2,Bb:dim7/7
Bb:dim7/7,D:dim7
D:dim7,A:dim7
A:dim7,F:7(b9)
F:7(b9),B:dim7/b9
B:dim7/b9,Bb:dim7/5
Bb:dim7/5,C:dim7
C:dim7,C:dim7/2
C:dim7/2,B:dim7/b9
B:dim7/b9,Bb:dim7/5
Bb:dim7/5,N
N,N
N,F
F,A:min/5
A:min/5,A:dim/b5
A:dim/b5,D:(1)
D:(1),Bb
Bb,Bb
Bb,F
F,Bb
Bb,Eb
Eb,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,Bb
Bb,Eb
Eb,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,Bb
Bb,Eb
Eb,Bb
Bb,Bb:sus4(9)
Bb:sus4(9),Bb
Bb,Bb:sus2(b7)
Bb:sus2(b7),Eb
Eb,Bb/5
Bb/5,F
F,Bb
Bb,F
F,Bb
Bb,Eb
Eb,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,Bb
Bb,Eb
Eb,Bb
Bb,Bb:sus4(9)
Bb:sus4(9),Bb
Bb,Bb:sus2(b7)
Bb:sus2(b7),Eb
Eb,Bb/5
Bb/5,F
F,Bb
Bb,F
F,Bb
Bb,Eb
Eb,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,Bb
Bb,Bb
Bb,F
F,G:min
G:min,Bb
Bb,F
F,G:min
G:min,F
F,F/b7
F/b7,F/6
F/6,F/5
F/5,Bb
Bb,N
N,N
N,G:7
G:7,F:7
F:7,E:7
E:7,Eb:7
Eb:7,D:7
D:7,G:7
G:7,G:7
G:7,F:7
F:7,E:7
E:7,Eb:7
Eb:7,D:7
D:7,G:7
G:7,G:7
G:7,F:7
F:7,E:7
E:7,Eb:7
Eb:7,D:7
D:7,G:7
G:7,F:7
F:7,G:7
G:7,F:7
F:7,G:7
G:7,N
N,N
N,E:min(2)
E:min(2),C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,E
E,A:min
A:min,C
C,F
F,G
G,A:min
A:min,C
C,F
F,G
G,E
E,G
G,A:min
A:min,F:min
F:min,N
N,C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,E
E,A:min
A:min,C
C,F
F,G
G,A:min
A:min,C
C,F
F,G
G,E
E,G
G,A:min
A:min,F:min
F:min,N
N,C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,E
E,E/b7
E/b7,E/b6
E/b6,E/5
E/5,A:min
A:min,C
C,F
F,G
G,A:min
A:min,C
C,F
F,G
G,E
E,G
G,A:min
A:min,F:min
F:min,N
N,C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,E
E,C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,E
E,C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,E
E,C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,E
E,C
C,G
G,C
C,F:min
F:min,C
C,F:min
F:min,G
G,A
A,E
E,A
A,D:min
D:min,A
A,D:min
D:min,N
N,N
N,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,D
D,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,D
D,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,C
C,E
E,A
A,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,B:min
B:min,E
E,E/2
E/2,E/3
E/3,E/4
E/4,A
A,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,B:min
B:min,E
E,E/2
E/2,E/3
E/3,E/4
E/4,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,D
D,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,C
C,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,D
D,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,C
C,E
E,A
A,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,B:min
B:min,E
E,E/2
E/2,E/3
E/3,E/4
E/4,A
A,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,B:min
B:min,E
E,E/2
E/2,E/3
E/3,E/4
E/4,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,D
D,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,C
C,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,D
D,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,C
C,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,D
D,E
E,A:min
A:min,A:min/b7
A:min/b7,A:min/6
A:min/6,F
F,A:min
A:min,G
G,C
C,E
E,N
N,N
N,E:(1)
E:(1),A:min7
A:min7,A:min6
A:min6,E:min(9)
E:min(9),E:min
E:min,A:min7
A:min7,A:min6
A:min6,E:min(9)
E:min(9),E:min
E:min,D:min
D:min,A:min
A:min,D:min
D:min,A:min
A:min,D:min
D:min,A:min
A:min,D:min
D:min,A:min
A:min,A:7
A:7,C:7
C:7,A:min
A:min,A:7
A:7,C:7
C:7,A:min
A:min,A
A,C
C,A
A,G
G,A
A,C
C,A
A,G
G,A
A,C
C,A
A,G
G,C
C,A:min
A:min,F
F,G
G,C
C,A:min
A:min,F
F,G
G,C
C,A:min
A:min,F
F,G
G,C
C,A:min
A:min,F
F,G
G,C
C,A:min
A:min,F
F,G
G,C
C,A:min
A:min,F
F,G
G,C
C,A:min
A:min,F
F,G
G,F:min
F:min,N
N,C:(1)
C:(1),C
C,A:min
A:min,F
F,G
G,C
C,A:min
A:min,F
F,G
G,C
C,N
N,N
N,Eb
Eb,G:min/5
G:min/5,G:min
G:min,G:min/b7
G:min/b7,C/3
C/3,C:7/3
C:7/3,F
F,Bb
Bb,Ab:maj9
Ab:maj9,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,Eb
Eb,G:min/5
G:min/5,G:min
G:min,G:min/b7
G:min/b7,C/3
C/3,C:7/3
C:7/3,F
F,Bb
Bb,Ab:maj9
Ab:maj9,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,D:min7
D:min7,G:min7
G:min7,F:maj6
F:maj6,G:min/4
G:min/4,C
C,G:min/4
G:min/4,C
C,A
A,D:min
D:min,G:min7
G:min7,D:min
D:min,G:9
G:9,D:min
D:min,G:9
G:9,C:7
C:7,Bb:maj7
Bb:maj7,D:min
D:min,G:min7
G:min7,Eb
Eb,Eb
Eb,G:min/5
G:min/5,G:min
G:min,G:min/b7
G:min/b7,C/3
C/3,C:7/3
C:7/3,F
F,Bb
Bb,Ab:maj9
Ab:maj9,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,D:min
D:min,G:min7
G:min7,F:maj6
F:maj6,G:min/4
G:min/4,C
C,G:min/4
G:min/4,C
C,A
A,D:min
D:min,G:min7
G:min7,Eb
Eb,Eb
Eb,G:min/5
G:min/5,G:min
G:min,G:min/b7
G:min/b7,C/3
C/3,C:7/3
C:7/3,F
F,Bb
Bb,Ab:maj9
Ab:maj9,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,Ab:maj7
Ab:maj7,Bb:7
Bb:7,Eb
Eb,N
N,N
N,E
E,A
A,G#
G#,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,E:aug
E:aug,F#:min
F#:min,D:min
D:min,A
A,G#
G#,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,E:aug
E:aug,F#:min
F#:min,D:min
D:min,A
A,E
E,D
D,A
A,A
A,G#
G#,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,E:aug
E:aug,F#:min
F#:min,D:min7
D:min7,D:min
D:min,A
A,E
E,D
D,A
A,N
N,D
D,A
A,D
D,A
A,N
N,N
N,G
G,A:min7
A:min7,G/3
G/3,G
G,G
G,A:min7
A:min7,G/3
G/3,G
G,C
C,C#:dim
C#:dim,D
D,D#:dim
D#:dim,E:min
E:min,Eb:aug
Eb:aug,D
D,C#:dim
C#:dim,C
C,C:min
C:min,G/3
G/3,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,C
C,G/3
G/3,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,G
G,A:min7
A:min7,G/3
G/3,G
G,C
C,C#:dim
C#:dim,D
D,D#:dim
D#:dim,E:min
E:min,Eb:aug
Eb:aug,D
D,C#:dim
C#:dim,C
C,C:min
C:min,G/3
G/3,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,F
F,C/3
C/3,D:min
D:min,C
C,Bb
Bb,C
C,F
F,C/3
C/3,D:min
D:min,C
C,Bb
Bb,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,A:min7
A:min7,G/3
G/3,G
G,C
C,C#:dim
C#:dim,D
D,D#:dim
D#:dim,E:min
E:min,Eb:aug
Eb:aug,D
D,C#:dim
C#:dim,C
C,C:min
C:min,G/3
G/3,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,F
F,C/3
C/3,D:min
D:min,C
C,Bb
Bb,C
C,F
F,C/3
C/3,D:min
D:min,C
C,Bb
Bb,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,A:min7
A:min7,G/3
G/3,G
G,G
G,A:min7
A:min7,G/3
G/3,C
C,G/3
G/3,G:dim/b3
G:dim/b3,D:sus4(b7)
D:sus4(b7),G
G,A:min7
A:min7,G/3
G/3,G
G,C
C,C#:dim
C#:dim,D
D,D#:dim
D#:dim,E:min
E:min,Eb:aug
Eb:aug,D
D,C#:dim
C#:dim,C
C,C:min
C:min,G/3
G/3,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,C
C,G/3
G/3,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,C
C,G/3
G/3,A:7
A:7,D:sus4(b7)
D:sus4(b7),G
G,N
N,N
N,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,F:min
F:min,Bb
Bb,F:min
F:min,Bb
Bb,Eb
Eb,F:dim
F:dim,F#:dim
F#:dim,G:dim
G:dim,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,F:min
F:min,Bb
Bb,F:min
F:min,Bb
Bb,Eb
Eb,F:dim
F:dim,F#:dim
F#:dim,G:dim
G:dim,Ab
Ab,Eb
Eb,Ab
Ab,C
C,Bb:min
Bb:min,C
C,Db
Db,Ab
Ab,Eb
Eb,Bb:min
Bb:min,C
C,Db
Db,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,F:min
F:min,Bb
Bb,F:min
F:min,Bb
Bb,Eb
Eb,F:dim
F:dim,F#:dim
F#:dim,G:dim
G:dim,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,Ab
Ab,Eb
Eb,F:min
F:min,Bb
Bb,F:min
F:min,Bb
Bb,Eb
Eb,F:dim
F:dim,F#:dim
F#:dim,G:dim
G:dim,Ab
Ab,Eb
Eb,Ab:min
Ab:min,Eb
Eb,Ab:min
Ab:min,Eb
Eb,Bb
Bb,Eb
Eb,A
A,E
E,N
N,N
N,A:min7
A:min7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:7
D:7,G:7
G:7,C
C,A:min7
A:min7,D:7
D:7,G:7
G:7,C
C,A:min7
A:min7,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:sus4
D:sus4,D
D,G:7
G:7,C
C,C/7
C/7,A:min7
A:min7,D:7
D:7,G
G,C
C,C/7
C/7,A:min7
A:min7,D:7
D:7,G:7
G:7,C
C,N
N,C
C,C
C,F
F,G
G,F
F,C
C,C
C,F
F,G
G,F
F,C
C,C
C,F
F,C
C,G
G,F
F,C
C,C
C,F
F,G
G,F
F,C
C,C
C,F
F,C
C,G
G,F
F,C
C,C/5
C/5,C
C,C
C,F
F,C
C,G
G,F
F,C
C,F
F,G
G,C:sus4
C:sus4,C
C,C
C,N
N,D
D,D:7
D:7,G
G,D:7
D:7,A
A,G
G,D:7
D:7,D:7
D:7,G
G,D:7
D:7,A
A,G
G,D:7
D:7,D:7
D:7,G
G,D:7
D:7,A
A,G
G,D:7
D:7,N
N,N
N,E:(1)
E:(1),F
F,D:min
D:min,G:min7
G:min7,C
C,F
F,D:min
D:min,A:min
A:min,F:7
F:7,Bb
Bb,C
C,D:min
D:min,F
F,Bb
Bb,C
C,F
F,D:min
D:min,G:min7
G:min7,C:maj(4)
C:maj(4),F
F,D:min
D:min,G:min7
G:min7,C
C,F
F,D:min
D:min,A:min
A:min,F:7
F:7,Bb
Bb,C
C,D:min
D:min,F
F,Bb
Bb,C
C,F
F,F:7
F:7,Bb
Bb,A:min
A:min,D:min
D:min,G:min
G:min,C
C,F
F,F:7
F:7,Bb
Bb,A:min
A:min,D:min
D:min,G
G,C
C,F
F,D:min
D:min,G:min7
G:min7,C
C,F
F,D:min
D:min,A:min
A:min,F:7
F:7,Bb
Bb,C
C,D:min
D:min,Bb:min/b3
Bb:min/b3,F/5
F/5,Bb
Bb,C
C,D:min
D:min,Bb:min/b3
Bb:min/b3,F/5
F/5,Bb
Bb,C
C,D:min
D:min,Bb:min/b3
Bb:min/b3,F/5
F/5,B:min7
B:min7,G:min
G:min,C
C,Db
Db,F
F,Bb
Bb,A:min
A:min,D:min
D:min,G:min
G:min,C
C,F
F,N
N,N
N,D
D,B:min7
B:min7,F#:min
F#:min,D
D,B:min7
B:min7,F#:min
F#:min,A
A,D
D,B:min7
B:min7,A:min7
A:min7,A:min9
A:min9,B
B,G:9
G:9,G:min7
G:min7,D
D,B:min7
B:min7,F#:min
F#:min,A
A,D
D,B:min7
B:min7,A:min7
A:min7,A:min9
A:min9,B
B,G:9
G:9,G:min7
G:min7,D
D,B:min7
B:min7,F#:min
F#:min,A
A,D
D,D
D,C#:min
C#:min,D
D,B:min7
B:min7,F#:min7
F#:min7,F#:min6
F#:min6,D/3
D/3,F#:min
F#:min,D
D,B:min7
B:min7,A:min7
A:min7,A:min9
A:min9,B
B,G:7
G:7,G:min7
G:min7,D
D,B:min7
B:min7,F#:min
F#:min,A
A,D
D,D
D,D
D,B:min7
B:min7,F#:min
F#:min,D
D,B:min7
B:min7,F#:min
F#:min,A
A,D
D,B:min7
B:min7,A:min7
A:min7,A:min9
A:min9,B
B,G:7
G:7,G:min7
G:min7,D
D,B:min7
B:min7,F#:min
F#:min,A
A,D
D,B:min7
B:min7,A:min7
A:min7,A:min9
A:min9,B
B,G:9
G:9,G:min7
G:min7,D
D,B:min7
B:min7,F#:min
F#:min,D
D,F#:min
F#:min,D
D,F#:min
F#:min,A
A,D:maj7
D:maj7,N
