Source,Target
D:7(#9),D
D,C:maj(9)
C:maj(9),F:maj6
F:maj6,G
G,D
D,D:7(#9)
D:7(#9),G:7
G:7,D:7(#9)
D:7(#9),A:sus4
A:sus4,A
A,G:sus4
G:sus4,G
G,D:7(#9)
D:7(#9),D
D,C:maj(9)
C:maj(9),F:maj6
F:maj6,G
G,N
N,N
N,F:min/5
F:min/5,E:aug
E:aug,F:min7
F:min7,F:min6/5
F:min6/5,C#:maj7/3
C#:maj7/3,Bb:min/5
Bb:min/5,C#/3
C#/3,C
C,F
F,Bb:min7
Bb:min7,Eb:maj6
Eb:maj6,B:dim7
B:dim7,C
C,B:dim7
B:dim7,C
C,F
F,Bb:min7
Bb:min7,Eb:maj6
Eb:maj6,B:dim7
B:dim7,C
C,B:dim7
B:dim7,C
C,F:min
F:min,Ab:7
Ab:7,Db
Db,C
C,F:min
F:min,F:min/5
F:min/5,E:aug
E:aug,F:min7
F:min7,F:min6/5
F:min6/5,C#:maj7/3
C#:maj7/3,C
C,F
F,Bb:min7
Bb:min7,Eb:maj6
Eb:maj6,B:dim7
B:dim7,C
C,B:dim7
B:dim7,C
C,F:min
F:min,Ab:7
Ab:7,Db
Db,C
C,F:min
F:min,F:min/5
F:min/5,E:aug
E:aug,F:min7
F:min7,F:min6/5
F:min6/5,C#:maj7/3
C#:maj7/3,C
C,F
F,Bb:min7
Bb:min7,Eb:maj6
Eb:maj6,B:dim7
B:dim7,C
C,B:dim7
B:dim7,C
C,F:min
F:min,Ab:7
Ab:7,Db
Db,C
C,F:min
F:min,F:min/5
F:min/5,E:aug
E:aug,F:min7
F:min7,F:min6/5
F:min6/5,C#:maj7/3
C#:maj7/3,C
C,F
F,Bb:min7
Bb:min7,Eb:maj6
Eb:maj6,B:dim7
B:dim7,C
C,B:dim7
B:dim7,C
C,F:min/5
F:min/5,E:aug
E:aug,F:min7
F:min7,F:min6/5
F:min6/5,C#:maj7/3
C#:maj7/3,C
C,F
F,Bb:min7
Bb:min7,Eb:maj6
Eb:maj6,B:dim7
B:dim7,C
C,B:dim7
B:dim7,C
C,F
F,Bb:min7
Bb:min7,Eb:maj6
Eb:maj6,N
N,N
N,B
B,E
E,B
B,E
E,E
E,A
A,E
E,A
A,B:sus4
B:sus4,B
B,E
E,E
E,A:min
A:min,E
E,A:min
A:min,A:min
A:min,B
B,E
E,B
B,E
E,A
A,E
E,A
A,B:sus4
B:sus4,B
B,E
E,E
E,A:min
A:min,E
E,A:min
A:min,A:min
A:min,B
B,E
E,B
B,E
E,A
A,E
E,A
A,B
B,B:7
B:7,E
E,E
E,A:min
A:min,E
E,A:min
A:min,A:min
A:min,B
B,E
E,B
B,E
E,A
A,E
E,A
A,B:sus4
B:sus4,B
B,E
E,E:7
E:7,E
E,E
E,N
N,N
N,N
N,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,Eb
Eb,G
G,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,C:min
C:min,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,Eb
Eb,G
G,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,C:min
C:min,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,F:min
F:min,C
C,F:min
F:min,C
C,F:min
F:min,C
C,F:min
F:min,Ab
Ab,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,Eb
Eb,G
G,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,C:min
C:min,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,Eb
Eb,G
G,C:min
C:min,G:7
G:7,C:min
C:min,F:min
F:min,C:min
C:min,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,Bb
Bb,Eb
Eb,G:min/5
G:min/5,F:min/5
F:min/5,N
N,N
N,Ab/5
Ab/5,Eb
Eb,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,F:min
F:min,Bb:min
Bb:min,Ab
Ab,Db
Db,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,F:min
F:min,Bb:min
Bb:min,Ab
Ab,Db
Db,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Eb:sus4
Eb:sus4,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,F:min
F:min,Bb:min
Bb:min,Ab
Ab,Db
Db,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Eb:sus4
Eb:sus4,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb
Eb,F:min
F:min,Bb:min
Bb:min,Ab
Ab,Db
Db,Eb
Eb,Ab
Ab,Db
Db,Bb:min
Bb:min,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,Db
Db,Ab
Ab,N
N,N
N,A
A,E
E,A
A,E
E,A
A,E
E,F#:min
F#:min,A:7
A:7,D
D,D:min
D:min,A
A,A
A,E
E,F#:min
F#:min,A:7
A:7,D
D,D:min
D:min,A
A,F#:min
F#:min,D
D,G
G,A
A,F#:min
F#:min,B
B,D:min
D:min,A
A,A
A,E
E,A
A,E
E,F#:min
F#:min,A:7
A:7,D
D,D:min
D:min,A
A,A
A,E
E,F#:min
F#:min,A:7
A:7,D
D,D:min
D:min,A
A,F#:min
F#:min,D
D,G
G,A
A,F#:min
F#:min,B
B,D:min
D:min,A
A,A
A,E
E,F#:min
F#:min,A:7
A:7,D
D,D:min
D:min,A
A,A
A,E
E,F#:min
F#:min,A:7
A:7,D
D,D:min
D:min,A
A,F#:min
F#:min,D
D,G
G,A
A,F#:min
F#:min,B
B,D:min
D:min,A
A,A
A,E
E,D:min
D:min,A
A,E
E,A
A,N
N,N
N,F#:min
F#:min,F#:min
F#:min,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#
C#,F#:min
F#:min,F#:min7
F#:min7,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#
C#,F#:min
F#:min,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,C#:7
C#:7,F#:min
F#:min,F#:min7
F#:min7,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#:7
C#:7,F#:min
F#:min,F#:min7
F#:min7,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#:7
C#:7,F#:min
F#:min,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,C#:7
C#:7,F#:min
F#:min,B:maj(*3)
B:maj(*3),E
E,A
A,F#:min
F#:min,B:maj(*3)
B:maj(*3),E
E,A
A,C#:sus4
C#:sus4,C#
C#,F#:min7
F#:min7,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#
C#,F#:min
F#:min,F#:min
F#:min,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#
C#,F#:min
F#:min,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,C#:7
C#:7,F#:min
F#:min,B:maj(*3)
B:maj(*3),E
E,A
A,F#:min
F#:min,B:maj(*3)
B:maj(*3),E
E,A
A,C#:sus4
C#:sus4,C#
C#,F#:min
F#:min,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#:7
C#:7,F#:min
F#:min,F#:min
F#:min,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#
C#,F#:min
F#:min,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,D:maj7
D:maj7,A
A,C#:7
C#:7,F#:min
F#:min,F#:min
F#:min,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#
C#,F#:min
F#:min,F#:min
F#:min,B/5
B/5,B:min/5
B:min/5,F#:min
F#:min,C#:7
C#:7,F#:min
F#:min,N
N,N
N,A
A,A
A,G:maj/9
G:maj/9,A
A,G:maj/9
G:maj/9,A
A,E:min
E:min,F#
F#,B:min
B:min,E:min
E:min,F#
F#,B:min
B:min,E
E,A
A,G:maj/9
G:maj/9,A
A,A
A,G:maj/9
G:maj/9,A
A,A
A,G:maj/9
G:maj/9,A
A,E:min
E:min,F#
F#,B:min
B:min,E:min
E:min,F#
F#,B:min
B:min,E
E,A
A,G:maj/9
G:maj/9,A
A,A
A,A
A,N
N,N
N,D
D,D
D,B:min
B:min,D
D,B:min
B:min,B:min
B:min,E
E,B:min
B:min,E
E,B:min
B:min,E:min/b3
E:min/b3,F#
F#,B:min
B:min,D
D,D
D,B:min
B:min,D
D,B:min
B:min,B:min
B:min,E
E,B:min
B:min,E
E,B:min
B:min,E:min/b3
E:min/b3,F#
F#,B:min
B:min,D:maj6
D:maj6,G
G,D
D,A
A,D
D,D
D,B:min
B:min,D
D,B:min
B:min,B:min
B:min,E
E,B:min
B:min,E
E,B:min
B:min,E:min/b3
E:min/b3,F#
F#,B:min
B:min,D
D,D
D,B:min
B:min,D
D,B:min
B:min,B:min
B:min,E
E,B:min
B:min,E
E,B:min
B:min,E:min/b3
E:min/b3,F#
F#,B:min
B:min,D
D,N
