Source,Target
E,A
A,A
A,D
D,A:min7
A:min7,C:maj7
C:maj7,G:7
G:7,A:min7
A:min7,C:maj7
C:maj7,G:7
G:7,B:min7
B:min7,D:7
D:7,G
G,C
C,D:7
D:7,G:7
G:7,C
C,D
D,G
G,Bb
Bb,D:7(#9)
D:7(#9),G
G,N
N,N
N,G
G,G
G,C
C,D
D,G
G,G
G,C
C,G
G,G
G,C
C,D
D,G
G,C
C,D
D,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,D
D,G
G,G
G,C
C,D
D,G
G,G
G,C
C,G
G,G
G,C
C,D
D,G
G,C
C,D
D,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,D
D,G
G,G:7
G:7,C
C,G
G,D
D,G
G,G
G,C
C,D
D,G
G,G
G,C
C,G
G,G
G,C
C,D
D,G
G,C
C,D
D,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,D
D,G
G,G:7
G:7,C
C,G
G,D
D,G
G,G
G,C
C,D
D,G
G,G
G,C
C,G
G,G
G,C
C,D
D,G
G,C
C,D
D,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,D
D,G
G,G:7
G:7,C
C,G
G,N
N,N
N,A
A,F#:min
F#:min,D
D,G:maj6/5
G:maj6/5,D
D,E/5
E/5,D/5
D/5,A
A,F#:min
F#:min,D
D,E
E,A
A,A
A,F#:min
F#:min,D
D,E
E,A
A,E
E,D
D,A
A,D
D,A
A,A
A,F#:min
F#:min,D
D,E
E,A
A,E
E,D
D,A
A,D
D,A
A,A
A,F#:min
F#:min,D
D,E
E,A
A,E
E,D
D,A
A,D
D,A
A,A
A,F#:min
F#:min,D
D,E
E,A
A,E
E,D
D,A
A,D
D,A
A,E
E,D
D,A
A,D
D,A
A,E
E,D
D,A
A,D
D,E
E,A
A,N
N,N
N,F:maj(*3)
F:maj(*3),F:maj(*3)
F:maj(*3),E:min
E:min,A:7
A:7,D:min
D:min,D:min/b7
D:min/b7,Bb:maj7
Bb:maj7,C:7
C:7,F
F,F/7
F/7,D:min
D:min,G
G,Bb
Bb,F
F,F
F,A:sus4/5
A:sus4/5,A
A,D:min
D:min,A:min/b3
A:min/b3,Bb:maj
Bb:maj,C
C,Bb/5
Bb/5,F
F,D:min7
D:min7,G:7
G:7,Bb
Bb,F
F,E:min7(4)
E:min7(4),A
A,D:min
D:min,D:min/b7
D:min/b7,Bb
Bb,Bb/7
Bb/7,G:min
G:min,C
C,F
F,E:min7(4)
E:min7(4),A
A,D:min
D:min,D:min/b7
D:min/b7,Bb
Bb,Bb/7
Bb/7,G:min
G:min,C
C,F
F,F
F,A:sus4/5
A:sus4/5,A
A,D:min
D:min,A:min/b3
A:min/b3,Bb
Bb,C
C,Bb/5
Bb/5,F
F,D:min7
D:min7,G:7
G:7,Bb
Bb,F
F,E:min7(4)
E:min7(4),A
A,D:min
D:min,D:min/b7
D:min/b7,Bb
Bb,Bb/7
Bb/7,G:min
G:min,C
C,F
F,F:7
F:7,E:min7(4)
E:min7(4),A
A,D:min
D:min,D:min/b7
D:min/b7,Bb
Bb,Bb/7
Bb/7,G:min
G:min,C
C,F
F,F
F,E:min7(4)
E:min7(4),A
A,D:min
D:min,D:min/b7
D:min/b7,Bb:maj7
Bb:maj7,C:maj6
C:maj6,Bb:maj7/5
Bb:maj7/5,F
F,F/7
F/7,D:min
D:min,G
G,Bb
Bb,F
F,F/5
F/5,G/3
G/3,Bb
Bb,F
F,N
N,N
N,N
N,A
A,D
D,A
A,E
E,D
D,A
A,E
E,A
A,D
D,A
A,E
E,D
D,A
A,E
E,A
A,D
D,A
A,E
E,D
D,A
A,E
E,A
A,D
D,A
A,E
E,D
D,A
A,E
E,A
A,D
D,A
A,E
E,D
D,A
A,E
E,A
A,D
D,A
A,E
E,D
D,A
A,E
E,A
A,D
D,A
A,E
E,D
D,A
A,E
E,A
A,D
D,A
A,E
E,D
D,A
A,A:maj6
A:maj6,N
