Source,Target
G#:min7,F#:min7
F#:min7,B:7
B:7,E
E,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,F#:min7
F#:min7,E
E,G#
G#,C#:min
C#:min,A
A,E
E,E:aug
E:aug,A
A,B
B,E
E,E:aug
E:aug,A
A,B
B,E
E,B
B,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,A
A,G#:min7
G#:min7,A:maj7
A:maj7,E
E,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,F#:min7
F#:min7,B:7
B:7,E
E,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,F#:min7
F#:min7,B:7
B:7,E
E,G#
G#,C#:min
C#:min,C#:min
C#:min,A:min
A:min,F#:9
F#:9,B
B,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,A
A,G#:min7
G#:min7,A
A,E
E,E:aug
E:aug,A
A,B
B,E
E,E:aug
E:aug,A
A,B
B,E
E,B
B,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,A
A,G#:min7
G#:min7,A:maj7
A:maj7,E
E,A:maj7/5
A:maj7/5,E
E,A:maj7/5
A:maj7/5,B:maj6
B:maj6,G#:min
G#:min,N
N,N
N,B
B,E
E,E
E,A
A,E
E,G
G,A
A,B
B,E
E,A
A,E
E,A
A,F#:min
F#:min,C#:min/5
C#:min/5,A
A,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,E
E,G
G,A
A,B
B,E
E,A
A,E
E,A
A,F#:min
F#:min,C#:min/5
C#:min/5,A
A,E
E,A
A,B
B,E
E,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,E
E,G
G,A
A,B
B,E
E,A
A,E
E,A
A,F#:min
F#:min,C#:min/5
C#:min/5,A
A,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,B
B,E
E,G
G,C
C,B
B,E
E,N
N,N
N,G
G,C
C,G
G,C
C,G
G,C
C,G
G,G
G,C
C,G
G,C
C,G
G,C
C,C
C,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,C
C,G
G,C
C,G
G,G
G,D
D,C
C,G
G,D
D,C
C,G
G,G
G,C
C,G
G,C
C,G
G,C
C,C
C,G
G,C
C,G
G,G
G,D
D,C
C,G
G,D
D,C
C,G
G,G
G,D
D,G
G,C
C,G
G,C
C,G
G,C
C,G
G,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,N
N,N
N,G
G,C#:7
C#:7,D
D,G
G,C#:7
C#:7,D
D,G
G,C#:7
C#:7,D
D,D
D,A
A,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,D
D,A
A,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,D
D,A
A,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,Bb
Bb,C
C,D
D,Bb
Bb,C
C,D
D,N
N,N
N,G
G,E:min
E:min,G
G,E:min
E:min,G
G,E:min
E:min,C
C,G
G,C
C,G
G,E:min
E:min,A:min
A:min,G
G,E:min
E:min,C
C,D
D,G
G,E:min
E:min,G
G,E:min
E:min,C
C,G
G,C
C,G
G,E:min
E:min,A:min
A:min,G
G,E:min
E:min,C
C,D
D,G
G,E:min
E:min,G
G,E:min
E:min,C
C,D
D,G
G,G
G,C
C,D
D,G
G,E:min
E:min,A:min
A:min,G
G,E:min
E:min,C
C,D
D,D
D,G
G,E:min
E:min,G
G,E:min
E:min,G
G,E:min
E:min,N
N,N
N,E:min
E:min,A:min
A:min,E:min
E:min,G
G,F
F,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,C:min6
C:min6,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B:7
B:7,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,A
A,B
B,C#:min
C#:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G
G,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,C:min6
C:min6,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,A
A,B
B,C#:min
C#:min,F#:min
F#:min,B
B,A
A,F#:min
F#:min,C#:min
C#:min,B:min
B:min,A
A,F#:min
F#:min,C#:min
C#:min,B:min
B:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B:7
B:7,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,C:min6
C:min6,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,A
A,B
B,C#:min
C#:min,F#:min
F#:min,B
B,C#:min
C#:min,F#:min
F#:min,B
B,C#:min
C#:min,F#:min
F#:min,B
B,N
N,N
N,F#:min
F#:min,A
A,E
E,F#:min
F#:min,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,A
A,E
E,F#:min
F#:min,B:min
B:min,F#:min
F#:min,F#:min
F#:min,B:min
B:min,F#:min
F#:min,A
A,B
B,F#:min
F#:min,B
B,A
A,E
E,F#:min
F#:min,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,A
A,E
E,F#:min
F#:min,B:min
B:min,F#:min
F#:min,F#:min
F#:min,B:min
B:min,F#:min
F#:min,A
A,B
B,F#:min
F#:min,B
B,A
A,E
E,F#:min
F#:min,B:min
B:min,F#:min
F#:min,B:min
B:min,F#:min
F#:min,B:min
B:min,F#
F#,N
N,N
N,B
B,E:maj7
E:maj7,A
A,E:maj7
E:maj7,A
A,B
B,E
E,A
A,E
E,A
A,E
E,C#:min
C#:min,B
B,G#:min
G#:min,A
A,E:maj7
E:maj7,A
A,F#:min
F#:min,C#:min
C#:min,B
B,E
E,A
A,E
E,A
A,E
E,C#:min
C#:min,B
B,A
A,B
B,C#:min
C#:min,F#
F#,E
E,G#
G#,C#:min
C#:min,F#
F#,E
E,G#
G#,C#:min
C#:min,B
B,E
E,A
A,E
E,A
A,E
E,C#:min
C#:min,B
B,G#:min
G#:min,A
A,E:maj7
E:maj7,A
A,F#:min
F#:min,C#:min
C#:min,B
B,E
E,A
A,E
E,A
A,E
E,A
A,E
E,N
N,N
N,N
N,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,G
G,A
A,D
D,G
G,A
A,G
G,A
A,D
D,G
G,A
A,G
G,A
A,D
D,G
G,A
A,G
G,A
A,A
A,A:7
A:7,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,A
A,D
D,D:9
D:9,N
N,F#
F#,C#:min
C#:min,E
E,C#:min
C#:min,A
A,G:dim7
G:dim7,E
E,E
E,E
E,C
C,E
E,E
E,C
C,E
E,E
E,C#:min
C#:min,E
E,C#:min
C#:min,A
A,G:dim7
G:dim7,E
E,E
E,B:aug/3
B:aug/3,B:min/b3
B:min/b3,C#:7
C#:7,A
A,B
B,F#:min7
F#:min7,B
B,E
E,C
C,E
E,E
E,C
C,E
E,E
E,C#:min
C#:min,E
E,C#:min
C#:min,A
A,G:dim7
G:dim7,E
E,E
E,E
E,B:aug/3
B:aug/3,B:min/b3
B:min/b3,C#:7
C#:7,A
A,B
B,F#:min7
F#:min7,B
B,E
E,C
C,E
E,E
E,C
C,E
E,E
E,C#:min
C#:min,E
E,C#:min
C#:min,A
A,G:dim7
G:dim7,E
E,G:7
G:7,F#:7
F#:7,F:7
F:7,E:maj7
E:maj7,N
N,N
N,"E:aug(9,11)"
"E:aug(9,11)",C#:min
C#:min,E
E,C#:min
C#:min,F#:min
F#:min,A:min
A:min,E
E,C#:min
C#:min,E
E,C#:min
C#:min,F#:min
F#:min,A:min
A:min,E
E,A
A,C#:min
C#:min,A
A,E
E,C#:min
C#:min,A
A,E
E,E/5
E/5,E
E,C#:min
C#:min,E
E,C#:min
C#:min,F#:min
F#:min,A:min
A:min,E
E,A
A,C#:min
C#:min,A
A,E
E,C#:min
C#:min,A
A,E
E,E/5
E/5,A
A,E
E,E/5
E/5,E
E,C#:min
C#:min,E
E,C#:min
C#:min,N
N,N
N,C#:min
C#:min,F#:min
F#:min,B
B,E
E,C#:min
C#:min,A
A,F#:min
F#:min,D
D,B
B,F#:min
F#:min,B
B,E
E,C#:min
C#:min,A
A,B
B,E
E,F#:min
F#:min,B
B,E
E,C#:min
C#:min,A
A,F#:min
F#:min,D
D,B
B,F#:min
F#:min,B
B,E
E,C#:min
C#:min,A
A,B
B,E
E,C#:min
C#:min,C:aug
C:aug,E
E,C#:min
C#:min,C:aug
C:aug,E
E,A:7
A:7,E
E,F#:min
F#:min,B
B,E
E,F#:min
F#:min,B
B,E
E,C#:min/4
C#:min/4,C#:min/5
C#:min/5,C#:min
C#:min,A
A,F#:min
F#:min,D
D,B
B,F#:min
F#:min,B
B,E
E,C#:min
C#:min,A
A,B
B,E
E,C#:min
C#:min,C:aug
C:aug,E
E,C#:min
C#:min,C:aug
C:aug,E
E,C#:min
C#:min,E
E,C#:min
C#:min,E
E,N
N,N
N,D
D,E:min
E:min,B:min
B:min,A
A,G
G,E
E,B:min
B:min,A
A,G
G,E:min
E:min,A
A,E:min
E:min,E:min
E:min,B:min
B:min,A
A,G
G,E
E,B:min
B:min,A
A,G
G,G
G,E:min
E:min,A
A,E:min
E:min,E:min
E:min,D
D,E:min
E:min,D
D,E:min
E:min,B:min
B:min,A:min
A:min,C
C,E:min
E:min,E:min
E:min,B:min
B:min,A
A,G
G,E
E,B:min
B:min,A
A,G
G,G
G,E:min
E:min,A
A,E:min
E:min,E:min
E:min,B:min
B:min,A
A,G
G,E
E,B:min
B:min,A
A,G
G,G
G,E:min
E:min,A
A,E:min
E:min,E:min
E:min,D
D,E:min
E:min,D
D,E:min
E:min,B:min
B:min,A:min
A:min,C
C,E:min
E:min,B:min
B:min,A
A,G
G,E
E,B:min
B:min,A
A,G
G,G
G,E:min
E:min,A
A,E:min
E:min,A
A,E:min
E:min,A
A,E:min
E:min,A
A,E:min
E:min,A
A,N
N,N
N,E
E,A
A,E:9
E:9,E
E,A
A,E
E,B
B,A
A,F#:9
F#:9,B
B,E
E,A
A,E
E,B
B,A
A,F#:9
F#:9,B
B,E
E,E
E,B
B,E
E,E
E,F#
F#,B
B,E
E,A
A,E
E,B
B,A
A,F#:9
F#:9,B
B,E
E,E
E,A
A,E
E,B
B,A
A,F#
F#,B
B,E
E,B
B,E
E,F#
F#,B
B,E
E,A
A,E
E,B
B,A
A,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,N
N,N
N,F
F,F#:dim
F#:dim,G:min
G:min,C:9
C:9,F
F,F#:dim
F#:dim,G:min
G:min,C:9
C:9,F
F,F#:dim
F#:dim,G:min
G:min,Bb:min
Bb:min,F
F,A:min
A:min,G#:min
G#:min,G:min
G:min,C:9
C:9,F
F,G:min7
G:min7,C:9
C:9,F
F,F#:dim
F#:dim,G:min
G:min,Bb:min
Bb:min,F
F,A:min
A:min,G#:min
G#:min,G:min
G:min,C:9
C:9,F
F,F:9
F:9,Bb
Bb,Bb:min
Bb:min,F
F,D:9
D:9,G:min
G:min,G:minmaj7
G:minmaj7,G:7
G:7,C:9
C:9,C:7
C:7,F
F,F#:dim
F#:dim,G:min
G:min,Bb:min
Bb:min,F
F,A:min
A:min,G#:min
G#:min,G:min
G:min,C:9
C:9,F
F,G:min7
G:min7,C:9
C:9,F
F,F#:dim
F#:dim,G:min
G:min,Bb:min
Bb:min,F
F,A:min
A:min,G#:min
G#:min,G:min
G:min,F#:7(#9)
F#:7(#9),F
F,F:9
F:9,Bb
Bb,Bb:min
Bb:min,F
F,D:9
D:9,G:min
G:min,G:minmaj7
G:minmaj7,G:7
G:7,C:9
C:9,C:7
C:7,F
F,F#:dim
F#:dim,G:min
G:min,Bb:min
Bb:min,F
F,A:min
A:min,G#:min
G#:min,G:min
G:min,C:9
C:9,F
F,F
F,C:7
C:7,B:7
B:7,C:7/5
C:7/5,F
F,C#
C#,F
F,F:maj7
F:maj7,F:maj7
F:maj7,N
N,N
N,C#:min
C#:min,F#:min
F#:min,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,N
N,N
N,A
A,D
D,G
G,D
D,G
G,A
A,D
D,D/5
D/5,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,A
A,D/3
D/3,G
G,A
A,D
D,D
D,N
N,N
N,F
F,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,Ab
Ab,F
F,Ab
Ab,F
F,Bb
Bb,G:min
G:min,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,Ab
Ab,F
F,Ab
Ab,F
F,Bb
Bb,G:min
G:min,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,Ab
Ab,F
F,Ab
Ab,F
F,N
N,N
N,E
E,A
A,F#:min
F#:min,A
A,F#:min
F#:min,A
A,F#:min
F#:min,A
A,D
D,B:7
B:7,E
E,A
A,F#:min
F#:min,A
A,F#:min
F#:min,A
A,D
D,B:7
B:7,E
E,A
A,F#:min
F#:min,A
A,D
D,A
A,A
A,A
A,E
E,A
A,F#:min
F#:min,A/5
A/5,F#:min
F#:min,E
E,A
A,A
A,F#:sus4
F#:sus4,A/5
A/5,F#:min
F#:min,E
E,A
A,A
A,F#:min
F#:min,A
A,D
D,B:7
B:7,E
E,A
A,F#:min
F#:min,A
A,D
D,A
A,A
A,A
A,E
E,A
A,F#:min
F#:min,A
A,N
N,A
A,A:9
A:9,N
N,N
N,N
N,E
E,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,D:maj/2
D:maj/2,E
E,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,D:maj/2
D:maj/2,E
E,E
E,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,D:maj/2
D:maj/2,E
E,N
N,N
N,N
N,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,A
A,D
D,D
D,A:min
A:min,D
D,G
G,A:min
A:min,D
D,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,A
A,D
D,D
D,A:min
A:min,D
D,G
G,A:min
A:min,D
D,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,A
A,D
D,D
D,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,D
D,G:maj6(9)
G:maj6(9),N
N,N
N,G
G,E:min
E:min,G
G,E:min
E:min,D
D,G
G,D
D,G
G,E:min
E:min,G
G,E:min
E:min,D
D,A:min
A:min,D
D,A:min
A:min,B:min
B:min,G
G,E:min
E:min,A:min
A:min,F#:dim/b3
F#:dim/b3,B:min
B:min,D:7/5
D:7/5,E:min
E:min,E:min
E:min,N
N,A:min
A:min,B:min
B:min,G
G,E:min
E:min,A:min
A:min,A:min
A:min,B:min
B:min,D:7/5
D:7/5,E:min
E:min,N
N,G
G,E:min
E:min,G
G,E:min
E:min,D
D,G
G,D
D,G
G,E:min
E:min,G
G,E:min
E:min,D
D,A:min
A:min,D
D,A:min
A:min,B:min
B:min,G
G,E:min
E:min,A:min
A:min,A:min
A:min,B:min
B:min,D:7/5
D:7/5,E:min
E:min,E:min
E:min,N
N,G
G,E:min
E:min,G
G,E:min
E:min,G
G,E:min
E:min,G
G,N
N,N
N,E:min
E:min,A
A,E:min
E:min,A
A,G
G,E:min
E:min,A
A,E:min
E:min,A
A,G
G,B:7(#9)
B:7(#9),A:7
A:7,E:min
E:min,A
A,E:min
E:min,B:7
B:7,E
E,A
A,E
E,E
E,A:7
A:7,E
E,B:7
B:7,A:7
A:7,E:7
E:7,E:7
E:7,B:7
B:7,E
E,A
A,E
E,A:7
A:7,E
E,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,A
A,E
E,A:7
A:7,E:7
E:7,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,A
A,E:min
E:min,A
A,G
G,E:min
E:min,A
A,E:min
E:min,A
A,G
G,B:7(#9)
B:7(#9),A:7(#9)
A:7(#9),E:min
E:min,A
A,E:min
E:min,B:7
B:7,E
E,A
A,E
E,A
A,E
E,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,A
A,E
E,E
E,E
E,A
A,E
E,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,E
E,A
A,E
E,B:7
B:7,A:7
A:7,E
E,A
A,E/5
E/5,E:7
E:7,N
N,G:sus4(b7)
G:sus4(b7),G
G,C
C,G
G,F
F,G
G,G
G,C
C,G
G,F
F,G
G,C
C,D
D,G
G,C
C,G
G,G
G,C
C,G
G,F
F,G
G,G
G,C
C,G
G,F
F,G
G,C
C,D
D,G
G,C
C,G
G,B:min
B:min,E:min
E:min,B:min
B:min,G
G,E:min
E:min,C
C,D:7
D:7,G
G,C
C,G
G,F
F,G
G,G
G,C
C,G
G,F
F,G
G,C
C,D
D,G
G,C
C,G
G,G/5
G/5,G
G,C
C,G
G,F
F,G
G,G
G,C
C,G
G,F
F,G
G,C
C,D
D,G
G,C
C,G
G,B:min
B:min,E:min
E:min,B:min
B:min,G
G,E:min
E:min,C
C,D:7
D:7,G
G,C
C,G
G,F
F,G
G,G
G,C
C,G
G,F
F,G
G,C
C,D
D,G
G,C
C,G
G,G:sus4/5
G:sus4/5,G
G,C
C,G
G,C
C,G
G,C
C,F:maj9(*7)
F:maj9(*7),N
N,N
N,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,E:min/b3
E:min/b3,E:min
E:min,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,E:min/b3
E:min/b3,E:min
E:min,C
C,B
B,E:min
E:min,C
C,G
G,B
B,E:min
E:min,G
G,G:7
G:7,C
C,D
D,G
G,E:min
E:min,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,E:min/b3
E:min/b3,E:min
E:min,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,E:min/b3
E:min/b3,E:min
E:min,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,E:min/b3
E:min/b3,E:min
E:min,C
C,B:7
B:7,E:min
E:min,C
C,G
G,B
B,E:min
E:min,E:min
E:min,G
G,G:7
G:7,C
C,D
D,G
G,E:min
E:min,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,G
G,D
D,N
N,N
N,N
N,Eb:min
Eb:min,D
D,Db
Db,Bb:min
Bb:min,Eb:min
Eb:min,D
D,E:min7
E:min7,A
A,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D
D,G:min
G:min,A
A,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D:9
D:9,D:9
D:9,G
G,G:min
G:min,G:min
G:min,D
D,A:7
A:7,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D:9
D:9,D:9
D:9,G
G,G:min
G:min,G:min
G:min,D
D,A:7
A:7,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D
D,E:min
E:min,F#:min
F#:min,F:dim
F:dim,E:min7
E:min7,A
A,D
D,G:min
G:min,D
D,G:min
G:min,D
D,N
N,N
N,C#:min
C#:min,F#:min
F#:min,G#
G#,C#:min
C#:min,F#:min
F#:min,G#
G#,C#:min
C#:min,F#:min
F#:min,G#
G#,A
A,B
B,E:maj6
E:maj6,B
B,E
E,G#:min
G#:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,F#:min
F#:min,B
B,A
A,E
E,C#:min
C#:min,A
A,B:aug
B:aug,E
E,B
B,E
E,G#:min
G#:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,F#:min
F#:min,B
B,A
A,E
E,C#:min
C#:min,A
A,B:aug
B:aug,E
E,C#:min
C#:min,F#:min
F#:min,G#
G#,C#:min
C#:min,F#:min
F#:min,G#
G#,C#:min
C#:min,F#:min
F#:min,G#
G#,A
A,B
B,E:maj6
E:maj6,B
B,E
E,G#:min
G#:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,F#:min
F#:min,B
B,A
A,E
E,C#:min
C#:min,A
A,B:aug
B:aug,E
E,C#:min
C#:min,F#:min
F#:min,G#
