Source,Target
G#:min7,F#:min7
F#:min7,B:7
B:7,E
E,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,F#:min7
F#:min7,E
E,G#
G#,C#:min
C#:min,A
A,E
E,E:aug
E:aug,A
A,B
B,E
E,E:aug
E:aug,A
A,B
B,E
E,B
B,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,A
A,G#:min7
G#:min7,A:maj7
A:maj7,E
E,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,F#:min7
F#:min7,B:7
B:7,E
E,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,F#:min7
F#:min7,B:7
B:7,E
E,G#
G#,C#:min
C#:min,C#:min
C#:min,A:min
A:min,F#:9
F#:9,B
B,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,A
A,G#:min7
G#:min7,A
A,E
E,E:aug
E:aug,A
A,B
B,E
E,E:aug
E:aug,A
A,B
B,E
E,B
B,E:maj7
E:maj7,F#:min7
F#:min7,G#:min7
G#:min7,A
A,G#:min7
G#:min7,A:maj7
A:maj7,E
E,A:maj7/5
A:maj7/5,E
E,A:maj7/5
A:maj7/5,B:maj6
B:maj6,G#:min
G#:min,N
N,N
N,B
B,E
E,E
E,A
A,E
E,G
G,A
A,B
B,E
E,A
A,E
E,A
A,F#:min
F#:min,C#:min/5
C#:min/5,A
A,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,E
E,G
G,A
A,B
B,E
E,A
A,E
E,A
A,F#:min
F#:min,C#:min/5
C#:min/5,A
A,E
E,A
A,B
B,E
E,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,E
E,G
G,A
A,B
B,E
E,A
A,E
E,A
A,F#:min
F#:min,C#:min/5
C#:min/5,A
A,E
E,A
A,B
B,E
E,A
A,B
B,E
E,A
A,B
B,E
E,G
G,C
C,B
B,E
E,N
N,N
N,G
G,C
C,G
G,C
C,G
G,C
C,G
G,G
G,C
C,G
G,C
C,G
G,C
C,C
C,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,C
C,G
G,C
C,G
G,G
G,D
D,C
C,G
G,D
D,C
C,G
G,G
G,C
C,G
G,C
C,G
G,C
C,C
C,G
G,C
C,G
G,G
G,D
D,C
C,G
G,D
D,C
C,G
G,G
G,D
D,G
G,C
C,G
G,C
C,G
G,C
C,G
G,G
G,C
C,G
G,C
C,G
G,C
C,G
G,C
C,G
G,N
N,N
N,G
G,C#:7
C#:7,D
D,G
G,C#:7
C#:7,D
D,G
G,C#:7
C#:7,D
D,D
D,A
A,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,D
D,A
A,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,G
G,D
D,G
G,D
D,G
G,D
D,D
D,A
A,D
D,D
D,E:min
E:min,D
D,A
A,B:min
B:min,A
A,Bb
Bb,Bb
Bb,C
C,D
D,Bb
Bb,C
C,D
D,Bb
Bb,C
C,D
D,N
N,N
N,G
G,E:min
E:min,G
G,E:min
E:min,G
G,E:min
E:min,C
C,G
G,C
C,G
G,E:min
E:min,A:min
A:min,G
G,E:min
E:min,C
C,D
D,G
G,E:min
E:min,G
G,E:min
E:min,C
C,G
G,C
C,G
G,E:min
E:min,A:min
A:min,G
G,E:min
E:min,C
C,D
D,G
G,E:min
E:min,G
G,E:min
E:min,C
C,D
D,G
G,G
G,C
C,D
D,G
G,E:min
E:min,A:min
A:min,G
G,E:min
E:min,C
C,D
D,D
D,G
G,E:min
E:min,G
G,E:min
E:min,G
G,E:min
E:min,N
N,N
N,E:min
E:min,A:min
A:min,E:min
E:min,G
G,F
F,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,C:min6
C:min6,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B:7
B:7,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,A
A,B
B,C#:min
C#:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G
G,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,C:min6
C:min6,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,A
A,B
B,C#:min
C#:min,F#:min
F#:min,B
B,A
A,F#:min
F#:min,C#:min
C#:min,B:min
B:min,A
A,F#:min
F#:min,C#:min
C#:min,B:min
B:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B:7
B:7,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,C:min6
C:min6,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,E
E,G#:min
G#:min,G:min
G:min,F#:min
F#:min,B
B,A
A,B
B,C#:min
C#:min,F#:min
F#:min,B
B,C#:min
C#:min,F#:min
F#:min,B
B,C#:min
C#:min,F#:min
F#:min,B
B,N
N,N
N,F#:min
F#:min,A
A,E
E,F#:min
F#:min,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,A
A,E
E,F#:min
F#:min,B:min
B:min,F#:min
F#:min,F#:min
F#:min,B:min
B:min,F#:min
F#:min,A
A,B
B,F#:min
F#:min,B
B,A
A,E
E,F#:min
F#:min,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,F#:minmaj7
F#:minmaj7,F#:min7
F#:min7,B
B,F#:min
F#:min,A
A,E
E,F#:min
F#:min,B:min
B:min,F#:min
F#:min,F#:min
F#:min,B:min
B:min,F#:min
F#:min,A
A,B
B,F#:min
F#:min,B
B,A
A,E
E,F#:min
F#:min,B:min
B:min,F#:min
F#:min,B:min
B:min,F#:min
F#:min,B:min
B:min,F#
F#,N
N,N
N,B
B,E:maj7
E:maj7,A
A,E:maj7
E:maj7,A
A,B
B,E
E,A
A,E
E,A
A,E
E,C#:min
C#:min,B
B,G#:min
G#:min,A
A,E:maj7
E:maj7,A
A,F#:min
F#:min,C#:min
C#:min,B
B,E
E,A
A,E
E,A
A,E
E,C#:min
C#:min,B
B,A
A,B
B,C#:min
C#:min,F#
F#,E
E,G#
G#,C#:min
C#:min,F#
F#,E
E,G#
G#,C#:min
C#:min,B
B,E
E,A
A,E
E,A
A,E
E,C#:min
C#:min,B
B,G#:min
G#:min,A
A,E:maj7
E:maj7,A
A,F#:min
F#:min,C#:min
C#:min,B
B,E
E,A
A,E
E,A
A,E
E,A
A,E
E,N
N,N
N,N
N,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,G
G,A
A,D
D,G
G,A
A,G
G,A
A,D
D,G
G,A
A,G
G,A
A,D
D,G
G,A
A,G
G,A
A,A
A,A:7
A:7,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,D
D,G
G,A
A,A
A,D
D,D:9
D:9,N
