Source,Target
A,B
B,E:maj6
E:maj6,N
N,N
N,N
N,F#:min
F#:min,E
E,F#:min
F#:min,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,A
A,B
B,E
E,F#:min
F#:min,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,A
A,B
B,E
E,C#:min
C#:min,B
B,C#:min
C#:min,G#:min
G#:min,C#:min
C#:min,G#:min
G#:min,B
B,F#:min
F#:min,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,F#:min
F#:min,C#:min
C#:min,A
A,B
B,E
E,G:min
G:min,D:min
D:min,G:min
G:min,D:min
D:min,G:min
G:min,D:min
D:min,Bb
Bb,C
C,F
F,G:min
G:min,D:min
D:min,G:min
G:min,D:min
D:min,G:min
G:min,D:min
D:min,Bb
Bb,C
C,F
F,G:min
G:min,F
F,G:min
G:min,D
D,N
N,N
N,E:min
E:min,A
A,E:min
E:min,A
A,E:min
E:min,A
A,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,D:7
D:7,G
G,A
A,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,N
N,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,D
D,B:min
B:min,E:min
E:min,A
A,B:min
B:min,Bb
Bb,Bb:7
Bb:7,A:sus4
A:sus4,A:9(11)
A:9(11),D
D,N
N,N
N,C
C,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,D:min
D:min,G
G,C:7
C:7,F:7
F:7,C:7
C:7,G
G,F:7
F:7,C:7
C:7,C:7
C:7,F:7
F:7,C:7
C:7,G
G,F:7
F:7,F:7
F:7,C:7
C:7,E:min
E:min,A:min
A:min,C
C,E:min
E:min,A:min
A:min,D:min
D:min,G
G,C:7
C:7,F:7
F:7,C:7
C:7,G
G,F:7
F:7,F:7
F:7,C:7
C:7,C:7
C:7,C:7
C:7,F:7
F:7,C:7
C:7,G
G,F:7
F:7,C:7
C:7,C:7
C:7,E:min
E:min,A:min
A:min,C
C,E:min
E:min,A:min
A:min,D:min
D:min,G
G,C:7
C:7,F:7
F:7,C:7
C:7,G
G,F:7
F:7,F:7
F:7,C:7
C:7,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,D:min
D:min,G
G,C:7
C:7,N
N,N
N,N
N,B:min
B:min,D
D,A
A,B:min
B:min,G
G,A
A,D
D,D
D,F#:min/5
F#:min/5,B:min
B:min,G:min/b3
G:min/b3,D/5
D/5,A/3
A/3,D
D,F#:min/5
F#:min/5,B:min
B:min,G:min/b3
G:min/b3,D/5
D/5,A/3
A/3,D
D,B:min
B:min,D
D,A
A,B:min
B:min,G
G,A
A,D
D,D
D,F#:min/5
F#:min/5,B:min
B:min,G:min/b3
G:min/b3,D/5
D/5,A/3
A/3,D
D,F#:min/5
F#:min/5,B:min
B:min,G:min/b3
G:min/b3,D/5
D/5,A/3
A/3,D
D,D
D,B:min
B:min,D
D,A
A,B:min
B:min,G
G,A
A,D
D,A:7/5
A:7/5,B:min/5
B:min/5,A:7/b7
A:7/b7,A:7/5
A:7/5,B:min/5
B:min/5,A:7/b7
A:7/b7,A
A,G#
G#,G
G,G
G,G#
G#,A
A,A
A,G#
G#,G
G,A
A,D
D,B:min
B:min,D
D,A
A,B:min
B:min,G
G,A
A,D
D,D
D,G
G,A
A,D
D,N
N,N
N,G
G,G
G,D:7
D:7,C:7
C:7,G
G,D
D,G
G,G
G,G
G,D:7
D:7,C:7
C:7,G
G,D
D,G
G,B:min
B:min,A
A,A:7
A:7,D
D,E:min
E:min,A
A,D
D,G
G,D:7
D:7,C:7
C:7,G
G,D
D,G
G,B:min
B:min,A
A,D
D,E:min
E:min,A
A,D
D,G
G,G
G,D:7
D:7,C:7
C:7,G
G,D
D,G
G,N
N,N
N,A:min
A:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,C
C,C:9
C:9,F
F,Bb
Bb,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,A:min
A:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,C
C,C:9
C:9,F
F,Bb
Bb,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A
A,A
A,D
D,B
B,E:7
E:7,A
A,D
D,B
B,Bb
Bb,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,C
C,C:9
C:9,F
F,Bb
Bb,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A
A,A
A,D
D,B
B,E:7
E:7,A
A,D
D,B
B,Bb
Bb,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,C
C,C:9
C:9,F
F,Bb
Bb,A:min
A:min,E:min
E:min,A:min
A:min,E:min
E:min,A:min
A:min,N
N,N
N,A
A,A
A,D:9
D:9,G
G,A:min
A:min,G
G,C
C,F
F,C
C,F
F,C
C,F
F,G
G,A
A,A
A,D:9
D:9,G
G,A:min
A:min,G
G,C
C,F
F,C
C,F
F,C
C,F
F,G
G,A
A,A
A,D:9
D:9,G
G,A:min
A:min,C
C,A:min
A:min,C
C,A:min
A:min,F
F,G
G,F
F,G
G,A:min
A:min,G
G,C
C,F
F,C
C,F
F,C
C,F
F,G
G,A
A,A
A,D:9
D:9,G
G,A
A,D:9
D:9,G
G,C
C,N
N,N
N,G
G,G:7
G:7,G:7
G:7,C:7
C:7,G:7
G:7,D:7
D:7,C:7
C:7,G:7
G:7,D:7
D:7,G:7
G:7,C:7
C:7,G:7
G:7,D:7
D:7,C:7
C:7,G:7
G:7,B
B,E:min
E:min,A:min
A:min,B:min
B:min,G
G,B
B,E:min
E:min,A:min
A:min,B:min
B:min,D
D,G:7
G:7,C:7
C:7,G:7
G:7,D:7
D:7,C:7
C:7,G:7
G:7,D:7
D:7,G:7
G:7,C:7
C:7,G:7
G:7,D:7
D:7,C:7
C:7,G:7
G:7,B
B,E:min
E:min,A:min
A:min,B:min
B:min,G
G,B
B,E:min
E:min,A:min
A:min,B:min
B:min,D
D,G:7
G:7,C:7
C:7,G:7
G:7,D:7
D:7,C:7
C:7,G
G,F
F,F#
F#,G
G,N
N,N
N,"F#:(1,4,b7)"
"F#:(1,4,b7)",A
A,A:min
A:min,G
G,F
F,E
E,A
A,A:min
A:min,G
G,F
F,E
E,A
A,F#:min
F#:min,B:min
B:min,E
E,D
D,E
E,D
D,E
E,A:min
A:min,G
G,F
F,E
E,A
A,A:min
A:min,G
G,F
F,E
E,A
A,A
A,B:min
B:min,C#:min
C#:min,F#:min
F#:min,B
B,D
D,E
E,D
D,E
E,D
D,E
E,A:min
A:min,G
G,F
F,E
E,A
A,A
A,A:min
A:min,G
G,F
F,E
E,A
A,A
A,F#:min
F#:min,B:min
B:min,E
E,D
D,E
E,D
D,E
E,A:min
A:min,G
G,F
F,E
E,A
A,A:min
A:min,A
A,N
