Source,Target
B:min,B:min/7
B:min/7,B:min/b7
B:min/b7,B:min/6
B:min/6,C
C,C/7
C/7,A:min
A:min,D
D,G
G,G
G,F:maj(9)/9
F:maj(9)/9,G
G,F:maj(9)/9
F:maj(9)/9,B:min
B:min,B:min/7
B:min/7,B:min/b7
B:min/b7,B:min/6
B:min/6,B:min
B:min,B:min/7
B:min/7,B:min/b7
B:min/b7,B:min/6
B:min/6,C
C,C/7
C/7,A:min
A:min,D
D,G
G,G
G,C
C,D
D,G
G,G
G,F:maj(9)/9
F:maj(9)/9,G
G,F:maj(9)/9
F:maj(9)/9,B:min
B:min,B:min/7
B:min/7,B:min/b7
B:min/b7,B:min/6
B:min/6,B:min
B:min,B:min/7
B:min/7,B:min/b7
B:min/b7,B:min/6
B:min/6,C
C,C/7
C/7,A:min
A:min,D
D,G
G,G
G,C
C,D
D,G
G,G
G,F:maj/9
F:maj/9,C:sus4/4
C:sus4/4,C/3
C/3,G
G,C
C,D
D,G
G,G
G,G:sus4(2)
G:sus4(2),G
G,G:sus4(2)
G:sus4(2),G
G,G:sus4(2)
G:sus4(2),G
G,G:sus4(2)
G:sus4(2),G
G,N
N,N
N,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,C
C,B:maj/9
B:maj/9,C
C,Bb:maj/9
Bb:maj/9,C
C,Bb:maj/9
Bb:maj/9,C
C,Bb:maj/9
Bb:maj/9,C
C,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,Bb:maj/9
Bb:maj/9,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,Bb:maj(9)/9
Bb:maj(9)/9,C
C,N
