Source,Target
G#:aug,C/5
C/5,F#:hdim7
F#:hdim7,F:maj7
F:maj7,A:min7
A:min7,D:min7
D:min7,A:min7
A:min7,E
E,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,D:min
D:min,D:min/b3
D:min/b3,E
E,F#:hdim7/b7
F#:hdim7/b7,E:7
E:7,A:min
A:min,G#:aug
G#:aug,C/5
C/5,F#:hdim7
F#:hdim7,F:maj7
F:maj7,A:min7
A:min7,D:min7
D:min7,A:min7
A:min7,E
E,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,D:min
D:min,D:min/b3
D:min/b3,E
E,F#:hdim7/b7
F#:hdim7/b7,E:7
E:7,A:min
A:min,G#:aug
G#:aug,C/5
C/5,F#:hdim7
F#:hdim7,F:maj7
F:maj7,N
N,N
N,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,N
N,N
N,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C/7
C/7,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6/5
F:maj6/5,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,F
F,C
C,G
G,F
F,C
C,F
F,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F
F,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,F
F,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,F
F,C
C,G
G,F
F,C
C,N
N,N
N,G
G,C
C,G
G,D
D,G
G,C
C,D/5
D/5,D
D,G
G,C
C,G
G,D
D,N
N,N
N,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A:7
A:7,E
E,G
G,D
D,A
A,D
D,A
A,D
D,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A:7
A:7,E
E,G
G,D
D,A
A,D
D,A
A,D
D,E
E,G
G,D
D,D/3
D/3,G
G,G#:dim7
G#:dim7,A
A,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A:7
A:7,E
E,G
G,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A:7
A:7,A:dim7
A:dim7,B:hdim7/b7
B:hdim7/b7,A
A,B:hdim7/b7
B:hdim7/b7,A:dim7
A:dim7,A:7
A:7,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D
D,A
A,D
D,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D
D,A
A,D
D,A
A,A:dim7
A:dim7,B:hdim7/b7
B:hdim7/b7,A:7
A:7,A:dim7
A:dim7,B:hdim7/b7
B:hdim7/b7,A:7
A:7,B:hdim7/b7
B:hdim7/b7,A:dim7
A:dim7,A:7
A:7,A:dim7
A:dim7,B:hdim7/b7
B:hdim7/b7,A:7
A:7,B:hdim7/b7
B:hdim7/b7,A:dim7
A:dim7,A:7
A:7,A:dim7
A:dim7,B:hdim7/b7
B:hdim7/b7,A:7
A:7,N
N,N
N,"B:(b3,5)"
"B:(b3,5)",B
B,B
B,B
B,E
E,B
B,F#
F#,B
B,B
B,B
B,E
E,B
B,F#
F#,B
B,E
E,B
B,C#
C#,F#
F#,E
E,B
B,C#
C#,F#
F#,F#:aug
F#:aug,B
B,B
B,E
E,B
B,F#
F#,B
B,B
B,E
E,B
B,F#
F#,B
B,E
E,B
B,C#
C#,F#
F#,E
E,B
B,C#
C#,F#:aug
F#:aug,B
B,B
B,E
E,B
B,F#
F#,B
B,F#
F#,B
B,F#
F#,B
B,F#:aug
F#:aug,B
B,E
E,N
N,N
N,C:min
C:min,Ab
Ab,Ab:maj(2)/2
Ab:maj(2)/2,Eb
Eb,Eb:7/b7
Eb:7/b7,Ab
Ab,Ab
Ab,G:min
G:min,C:min
C:min,F:min7
F:min7,Bb
Bb,Eb:7
Eb:7,Ab
Ab,G:min
G:min,C:min
C:min,F:min
F:min,Bb
Bb,Eb
Eb,C:min
C:min,Ab
Ab,Ab:maj(2)/2
Ab:maj(2)/2,Eb
Eb,Eb:7/b7
Eb:7/b7,Ab
Ab,Ab
Ab,G:min
G:min,C:min
C:min,F:min7
F:min7,Bb
Bb,Eb:7
Eb:7,Ab
Ab,G:min
G:min,C:min
C:min,F:min
F:min,Bb
Bb,Eb
Eb,Eb/5
Eb/5,Ab
Ab,Eb/3
Eb/3,F:min
F:min,Bb
Bb,Eb/5
Eb/5,Ab
Ab,Eb/3
Eb/3,F:min
F:min,Bb
Bb,C:min
C:min,Ab
Ab,Ab:maj(2)/2
Ab:maj(2)/2,Eb
Eb,Eb:7
Eb:7,Ab
Ab,Ab
Ab,G:min
G:min,C:min
C:min,F:min7
F:min7,Bb
Bb,Eb:7
Eb:7,Ab
Ab,G:min
G:min,C:min
C:min,F:min
F:min,Bb
Bb,Eb
Eb,Eb/5
Eb/5,Ab
Ab,Eb/3
Eb/3,F:min
F:min,Bb
Bb,Eb/5
Eb/5,Ab
Ab,Eb/3
Eb/3,F:min
F:min,Bb
Bb,C:min
C:min,Ab
Ab,Ab:maj(2)/2
Ab:maj(2)/2,Eb
Eb,Eb:7/b7
Eb:7/b7,Ab
Ab,Ab
Ab,G:min
G:min,C:min
C:min,F:min7
F:min7,Bb
Bb,Eb:7
Eb:7,Ab
Ab,G:min
G:min,C:min
C:min,F:min
F:min,Bb
Bb,Eb
Eb,Ab/5
Ab/5,Ab:maj(2)/2
Ab:maj(2)/2,Eb
Eb,N
N,N
N,A
A,D
D,G:7/3
G:7/3,E:7
E:7,A:7
A:7,D
D,G:7
G:7,D
D,G:7
G:7,D
D,A
A,G:7
G:7,D
D,A
A,D
D,G:7
G:7,D
D,G:7
G:7,D
D,A
A,G:7
G:7,D
D,A
A,D
D,G:7
G:7,D
D,G:7
G:7,D
D,A
A,G:7
G:7,D
D,A
A,D
D,G:7
G:7,D
D,G:7
G:7,D
D,A
A,D
D,A
A,D
D,G:7
G:7,D
D,G:7
G:7,D
D,A
A,G:7
G:7,D
D,A
A,D
D,G:7
G:7,D
D,G:7
G:7,D
D,A
A,G:7
G:7,D
D,G
G,A:aug
A:aug,D
D,N
N,N
N,A:(1)
A:(1),N
N,A:7
A:7,N
N,"G:(1,5)"
"G:(1,5)",A
A,G/2
G/2,D/5
D/5,A
A,D
D,A
A,A
A,D
D,A
A,A:7
A:7,D
D,A
A,G/2
G/2,D/5
D/5,A
A,D
D,A
A,A
A,D
D,A
A,G
G,D
D,A
A,D
D,A
A,G/2
G/2,D/5
D/5,A:min7
A:min7,D
D,A
A,G/2
G/2,D/5
D/5,A:7
A:7,D
D,A
A,D
D,A
A,G/2
G/2,D/5
D/5,A
A,D
D,A
A,G/2
G/2,D/5
D/5,A
A,D
D,A
A,A
A,D
D,A
A,G/2
G/2,A:7
A:7,D
D,A
A,G/2
G/2,D/5
D/5,A:7
A:7,D
D,A
A,A
A,D
D,A
A,G/2
G/2,D/5
D/5,A
A,D
D,A
A,G/2
G/2,D/5
D/5,A:7
A:7,D
D,A
A,G/2
G/2,D/5
D/5,A:7
A:7,D
D,D:7
D:7,N
N,N
N,G:maj(*1)/5
G:maj(*1)/5,G
G,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,D
D,C
C,G
G,D
D,C
C,G
G,C
C,G
G,G:maj(*1)/5
G:maj(*1)/5,G
G,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,D
D,C
C,G
G,D
D,C
C,G
G,C
C,G
G,N
N,Bb
Bb,D:min
D:min,G:min
G:min,A:min
A:min,D
D,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,D
D,C
C,G
G,D
D,C
C,G
G,C
C,G
G,N
N,Bb
Bb,D:min
D:min,G:min
G:min,A:min
A:min,D
D,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,C
C,G/3
G/3,A:min7
A:min7,C/5
C/5,G
G,D
D,C
C,G
G,D
D,C
C,G
G,C
C,G
G,N
N,G:maj(*1)/5
G:maj(*1)/5,G
G,N
N,N
N,N
N,G
G,N
N,G
G,D
D,A
A,G
G,D
D,A
A,A
A,F#:min
F#:min,B:min
B:min,G
G,B:min
B:min,G
G,E
E,A
A,F#:min
F#:min,B:min
B:min,G
G,B:min
B:min,G
G,E
E,G
G,D
D,A
A,G
G,D
D,A
A,N
N,A
A,F#:min
F#:min,B:min
B:min,G
G,B:min
B:min,G
G,E
E,A
A,F#:min
F#:min,B:min
B:min,G
G,B:min
B:min,G
G,E
E,G
G,D
D,A
A,G
G,D
D,A
A,A
A,F#:min
F#:min,B:min
B:min,G
G,B:min
B:min,G
G,E
E,A
A,F#:min
F#:min,B:min
B:min,G
G,B:min
B:min,G
G,E
E,A
A,F#:min
F#:min,B:min
B:min,G
G,B:min
B:min,G
G,E
E,G
G,D
D,A
A,G
G,D
D,A
A,N
N,G
G,D
D,A
A,G
G,D
D,A
A,A
A,N
N,N
N,Db
Db,Db:maj7
Db:maj7,F:min
F:min,Ab:maj6
Ab:maj6,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb:min7
Eb:min7,Ab
Ab,Ab:7
Ab:7,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb:min7
Eb:min7,Gb:min
Gb:min,Db
Db,Ab
Ab,Ab
Ab,Gb
Gb,Db
Db,Ab
Ab,Gb
Gb,Db
Db,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb:min7
Eb:min7,Ab
Ab,Ab:7
Ab:7,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb:min7
Eb:min7,Ab
Ab,Ab:7
Ab:7,Db
Db,Ab
Ab,Ab
Ab,Gb
Gb,Db
Db,Ab
Ab,Gb
Gb,Db
Db,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb:min7
Eb:min7,Gb:min
Gb:min,Db
Db,Bb:min
Bb:min,F:min
F:min,Eb:min7
Eb:min7,Ab
Ab,Ab:7
Ab:7,Db
Db,Ab
Ab,Ab
Ab,Gb
Gb,Db
Db,Ab
Ab,Gb
Gb,Db
Db,Db
Db,N
N,N
N,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,D:min
D:min,D:min/b3
D:min/b3,E
E,F#:hdim7/b7
F#:hdim7/b7,E:7
E:7,A:min
A:min,G#:aug
G#:aug,C/5
C/5,F#:hdim7
F#:hdim7,F:maj7
F:maj7,A:min7
A:min7,D:min7
D:min7,A:min7
A:min7,E
E,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,D:min
D:min,D:min/b3
D:min/b3,E
E,F#:hdim7/b7
F#:hdim7/b7,E:7
E:7,A:min
A:min,G#:aug
G#:aug,C/5
C/5,F#:hdim7
F#:hdim7,F:maj7
F:maj7,A:min7
A:min7,D:min7
D:min7,A:min7
A:min7,E
E,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,A:min
A:min,A:min/b3
A:min/b3,D
D,G
G,E:7
E:7,A:min
A:min,D:min
D:min,D:min/b3
D:min/b3,E
E,F#:hdim7/b7
F#:hdim7/b7,E:7
E:7,A:min
A:min,G#:aug
G#:aug,C/5
C/5,F#:hdim7
F#:hdim7,F:maj7
F:maj7,N
N,N
N,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,F:7
F:7,Bb
Bb,C
C,Bb
Bb,N
N,N
N,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C/7
C/7,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6/5
F:maj6/5,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,F
F,C
C,G
G,F
F,C
C,F
F,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F
F,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,F
F,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,C
C,G
G,A:min
A:min,A:min/b7
A:min/b7,F:maj7
F:maj7,F:maj6
F:maj6,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,A:min
A:min,E:min/b3
E:min/b3,F
F,C
C,C
C,G
G,F
F,C
C,F
F,C
C,G
G,F
F,C
C,N
N,N
N,G
G,C
C,G
G,D
D,G
G,C
C,D/5
D/5,D
D,G
G,C
C,G
G,D
D,N
N,N
N,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A:7
A:7,E
E,G
G,D
D,A
A,D
D,A
A,D
D,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A:7
A:7,E
E,G
G,D
D,A
A,D
D,A
A,D
D,E
E,G
G,D
D,D/3
D/3,G
G,G#:dim7
G#:dim7,A
A,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A
A,D/5
D/5,A:7
A:7,E
E,G
G,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
D,A
A,D
