Source,Target
C:7/5,F
F,C#
C#,F
F,F:maj7
F:maj7,F:maj7
F:maj7,N
N,N
N,C#:min
C#:min,F#:min
F#:min,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,N
N,N
N,A
A,D
D,G
G,D
D,G
G,A
A,D
D,D/5
D/5,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,G
G,D
D,G
G,A
A,D
D,D
D,G
G,D
D,A
A,D/3
D/3,G
G,A
A,D
D,D
D,N
N,N
N,F
F,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,Ab
Ab,F
F,Ab
Ab,F
F,Bb
Bb,G:min
G:min,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,Ab
Ab,F
F,Ab
Ab,F
F,Bb
Bb,G:min
G:min,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,Bb
Bb,G
G,C
C,F
F,F:7
F:7,Bb
Bb,Bb:min
Bb:min,F
F,Bb:min
Bb:min,F
F,Ab
Ab,F
F,Ab
Ab,F
F,N
N,N
N,E
E,A
A,F#:min
F#:min,A
A,F#:min
F#:min,A
A,F#:min
F#:min,A
A,D
D,B:7
B:7,E
E,A
A,F#:min
F#:min,A
A,F#:min
F#:min,A
A,D
D,B:7
B:7,E
E,A
A,F#:min
F#:min,A
A,D
D,A
A,A
A,A
A,E
E,A
A,F#:min
F#:min,A/5
A/5,F#:min
F#:min,E
E,A
A,A
A,F#:sus4
F#:sus4,A/5
A/5,F#:min
F#:min,E
E,A
A,A
A,F#:min
F#:min,A
A,D
D,B:7
B:7,E
E,A
A,F#:min
F#:min,A
A,D
D,A
A,A
A,A
A,E
E,A
A,F#:min
F#:min,A
A,N
N,A
A,A:9
A:9,N
N,N
N,N
N,E
E,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,D:maj/2
D:maj/2,E
E,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,D:maj/2
D:maj/2,E
E,E
E,F#
F#,B
B,E
E,C#
C#,F#
F#,B
B,E
E,D:maj/2
D:maj/2,E
E,N
N,N
N,N
N,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,A
A,D
D,D
D,A:min
A:min,D
D,G
G,A:min
A:min,D
D,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,A
A,D
D,D
D,A:min
A:min,D
D,G
G,A:min
A:min,D
D,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,G
G,G
G,G
G,A:min
A:min,G/3
G/3,C
C,C:min
C:min,A
A,D
D,D
D,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,A:min
A:min,D
D,G
G,G
G,D
D,G:maj6(9)
G:maj6(9),N
N,N
N,G
G,E:min
E:min,G
G,E:min
E:min,D
D,G
G,D
D,G
G,E:min
E:min,G
G,E:min
E:min,D
D,A:min
A:min,D
D,A:min
A:min,B:min
B:min,G
G,E:min
E:min,A:min
A:min,F#:dim/b3
F#:dim/b3,B:min
B:min,D:7/5
D:7/5,E:min
E:min,E:min
E:min,N
N,A:min
A:min,B:min
B:min,G
G,E:min
E:min,A:min
A:min,A:min
A:min,B:min
B:min,D:7/5
D:7/5,E:min
E:min,N
N,G
G,E:min
E:min,G
G,E:min
E:min,D
D,G
G,D
D,G
G,E:min
E:min,G
G,E:min
E:min,D
D,A:min
A:min,D
D,A:min
A:min,B:min
B:min,G
G,E:min
E:min,A:min
A:min,A:min
A:min,B:min
B:min,D:7/5
D:7/5,E:min
E:min,E:min
E:min,N
N,G
G,E:min
E:min,G
G,E:min
E:min,G
G,E:min
E:min,G
G,N
N,N
N,E:min
E:min,A
A,E:min
E:min,A
A,G
G,E:min
E:min,A
A,E:min
E:min,A
A,G
G,B:7(#9)
B:7(#9),A:7
A:7,E:min
E:min,A
A,E:min
E:min,B:7
B:7,E
E,A
A,E
E,E
E,A:7
A:7,E
E,B:7
B:7,A:7
A:7,E:7
E:7,E:7
E:7,B:7
B:7,E
E,A
A,E
E,A:7
A:7,E
E,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,A
A,E
E,A:7
A:7,E:7
E:7,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,A
A,E:min
E:min,A
A,G
G,E:min
E:min,A
A,E:min
E:min,A
A,G
G,B:7(#9)
B:7(#9),A:7(#9)
A:7(#9),E:min
E:min,A
A,E:min
E:min,B:7
B:7,E
E,A
A,E
E,A
A,E
E,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,A
A,E
E,E
E,E
E,A
A,E
E,B:7
B:7,A:7
A:7,E:7
E:7,B:7
B:7,E
E,E
E,A
A,E
E,B:7
B:7,A:7
A:7,E
E,A
A,E/5
E/5,E:7
E:7,N
