Source,Target
D/7,D/6
D/6,A
A,A/2
A/2,D
D,F#:min/5
F#:min/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A/5
A/5,D
D,D/7
D/7,D/6
D/6,A
A,E:7
E:7,A
A,A/3
A/3,A/2
A/2,A
A,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,E:7/5
E:7/5,E:7
E:7,A:7
A:7,A:7/3
A:7/3,A:7/5
A:7/5,A:7/3
A:7/3,E:min
E:min,E:min/5
E:min/5,A
A,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,E:7/5
E:7/5,E:7
E:7,A:7
A:7,A:7/5
A:7/5,A:7
A:7,E:min
E:min,A
A,D
D,D
D,F#/5
F#/5,B:min
B:min,D:7/5
D:7/5,G
G,G/5
G/5,D
D,F#:min/5
F#:min/5,B
B,B/5
B/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A
A,D
D,D/7
D/7,D/6
D/6,A
A,A/3
A/3,A
A,D
D,F#:min/5
F#:min/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A
A,D
D,D/7
D/7,D/6
D/6,A
A,E:7
E:7,A
A,A/b7
A/b7,A/5
A/5,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,A:7
A:7,A:7/5
A:7/5,A:7
A:7,E:min
E:min,E:min/5
E:min/5,A
A,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,E:7/5
E:7/5,E:7
E:7,A:7
A:7,E:min
E:min,A
A,D
D,D
D,F#/5
F#/5,B:min
B:min,D:7/5
D:7/5,G
G,D
D,N
N,N
N,E:aug
E:aug,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,E
E,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,A:7
A:7,D
D,F:7
F:7,A
A,B
B,E
E,F:7
F:7,E
E,E:aug
E:aug,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,A:7
A:7,D
D,F:7
F:7,A
A,B
B,E
E,F:7
F:7,E
E,E:aug
E:aug,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,Bb:7
Bb:7,A:7
A:7,N
N,N
N,E
E,B:9
B:9,E
E,E/5
E/5,D
D,D#
D#,E
E,C#:min
C#:min,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,B
B,E
E,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,B
B,E
E,N
N,N
N,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,A:min
A:min,A
A,D:min
D:min,D:min
D:min,F
F,C
C,Bb
Bb,"D:(1,4)"
"D:(1,4)","D#:(1,4)"
"D#:(1,4)","E:(1,4)"
"E:(1,4)",E:9
E:9,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,A:min
A:min,A
A,D:min
D:min,D:min
D:min,F
F,C
C,Bb
Bb,"D:(1,4)"
"D:(1,4)","D#:(1,4)"
"D#:(1,4)","E:(1,4)"
"E:(1,4)",E:9
E:9,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,A:min
A:min,A
A,D:min
D:min,D:min
D:min,F
F,C
C,Bb
Bb,"D:(1,4)"
"D:(1,4)","D#:(1,4)"
"D#:(1,4)","E:(1,4)"
"E:(1,4)",E:9
E:9,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,A:min
A:min,D:min
D:min,D:min
D:min,F
F,C
C,Bb
Bb,"D:(1,4)"
"D:(1,4)","D#:(1,4)"
"D#:(1,4)","E:(1,4)"
"E:(1,4)",E:9
E:9,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,C:(1)
C:(1),B:(1)
B:(1),Bb:7
Bb:7,A
A,N
N,N
N,A
A,D
D,E
E,A
A,D
D,E
E,A
A,D
D,B
B,A
A,D:maj6
D:maj6,A:maj(9)/3
A:maj(9)/3,B:min
B:min,A
A,E:sus4(b7)
E:sus4(b7),E:7
E:7,A
A,D
D,E
E,A
A,D
D,E
E,A
A,D
D,B
B,A
A,D:maj6
D:maj6,A:maj(9)/3
A:maj(9)/3,B:min
B:min,A
A,E:sus4(b7)
E:sus4(b7),E:7
E:7,A
A,E
E,A
A,D
D,E
E,A
A,D
D,E
E,A
A,D
D,B
B,A
A,D:maj6
D:maj6,A:maj(9)/3
A:maj(9)/3,B:min
B:min,A
A,E:sus4(b7)
E:sus4(b7),E:7
E:7,A
A,E
E,C
C,G
G,D/3
D/3,D
D,A
A,E
E,C
C,G
G,D/3
D/3,D
D,A
A,E
E,C
C,G
G,D/3
D/3,D
D,A
A,E
E,C
C,G
G,D/3
D/3,D
D,A
A,E
E,C
C,G
G,D/3
D/3,D
D,A
A,E
E,C
C,G
G,D/3
D/3,D
D,A
A,E
E,E:sus4
E:sus4,E
E,E:7
E:7,A
A,D
D,E
E,A
A,D
D,E
E,A
A,D
D,B
B,A
A,D:maj6
D:maj6,A:maj(9)/3
A:maj(9)/3,B:min
B:min,A
A,E:sus4(b7)
E:sus4(b7),E:7
E:7,A
A,D
D,B
B,A
A,D:maj6
D:maj6,A:maj(9)/3
A:maj(9)/3,B:min
B:min,A
A,E:sus4(b7)
E:sus4(b7),E:7
E:7,A
A,D:maj6
D:maj6,A:maj(9)/3
A:maj(9)/3,B:min
B:min,A
A,E:sus4(b7)
E:sus4(b7),E:7
E:7,A:min7
A:min7,G/2
G/2,D/5
D/5,D
D,A
A,N
N,N
N,C#:min
C#:min,D#:hdim7
D#:hdim7,G#
G#,A
A,C#:min
C#:min,A:9
A:9,"A:7(*5,13)"
"A:7(*5,13)",D
D,D:dim
D:dim,C#:min
C#:min,D#:hdim7
D#:hdim7,G#
G#,A
A,C#:min
C#:min,A:9
A:9,A:7(13)
A:7(13),D
D,D:dim
D:dim,C#:min
C#:min,D#:hdim7
D#:hdim7,G#
G#,A
A,C#:min
C#:min,A:9
A:9,A:7(13)
A:7(13),D
D,D:dim
D:dim,F#
F#,G#:7
G#:7,C#:min
C#:min,D#:hdim7
D#:hdim7,G#
G#,A
A,C#:min
C#:min,A:9
A:9,A:7(13)
A:7(13),D
D,D:dim7
D:dim7,C#:min
C#:min,D#:hdim7
D#:hdim7,G#
G#,A
A,C#:min
C#:min,A:9
A:9,A:7(13)
A:7(13),D
D,D:dim7
D:dim7,N
N,A:min7
A:min7,D:min9
D:min9,D:min
D:min,G:7
G:7,C:sus4
C:sus4,C
C,F:maj7
F:maj7,B:dim
B:dim,E
E,A:min
A:min,A:min7
A:min7,D:min9
D:min9,D:min
D:min,G:7
G:7,C:sus4
C:sus4,C
C,F:maj7
F:maj7,B:dim
B:dim,E
E,A:min
A:min,A:min7
A:min7,D:min9
D:min9,D:min
D:min,G:7
G:7,C:sus4
C:sus4,C
C,F:maj7
F:maj7,B:dim
B:dim,E
E,A:min
A:min,G
G,C
C,E
E,A:min
A:min,C:7
C:7,F
F,G
G,C
C,C
C,E
E,A:min
A:min,C:7
C:7,F
F,G
G,C
C,Bb
Bb,F
F,C
C,Bb
Bb,F
F,C
C,Bb
Bb,F
F,C
C,Bb
Bb,F
F,C
C,Bb
Bb,F
F,C
C,D
D,Eb
Eb,G
G,C
C,A
A,Eb
Eb,C
C,Gb
Gb,Eb
Eb,A
A,Gb
Gb,G
G,Ab
Ab,A
A,B
B,C
C,E
E,A
A,D:min
D:min,G/5
G/5,D:min
D:min,G/5
G/5,A
A,B
B,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,A
A,C
C,G/3
G/3,N
N,N
N,E
E,E:maj6
E:maj6,E:maj6
E:maj6,F#:min7
F#:min7,B:maj6
B:maj6,E:maj6
E:maj6,F#:min7
F#:min7,B:maj6
B:maj6,E:maj6
E:maj6,F#:min7
F#:min7,G:min7
G:min7,G#:min7/b3
G#:min7/b3,E:maj6
E:maj6,"G:9(*3,11)"
"G:9(*3,11)",C
C,C:maj7
C:maj7,G
G,A
A,C
C,C:maj7
C:maj7,G
G,A
A,F
F,D:7
D:7,F
F,D:7
D:7,C
C,E:min7
E:min7,C:7
C:7,F
F,F#:min7
F#:min7,B:maj6
B:maj6,E:maj6
E:maj6,F#:min7
F#:min7,B:maj6
B:maj6,E:maj6
E:maj6,F#:min7
F#:min7,B:maj6
B:maj6,E:maj6
E:maj6,N
N,D:min
D:min,D:min
D:min,A
A,G:7
G:7,N
N,D:min
D:min,D:min
D:min,A
A,G:7
G:7,B:min
B:min,A
A,G
G,A
A,D:min
D:min,D:min
D:min,A
A,G:7
G:7,B:min
B:min,A
A,G
G,A
A,D:min
D:min,D:min
D:min,A
A,D:min
D:min,D:min
D:min,A
A,G:7
G:7,B:min
B:min,A
A,G
G,A
A,D:min
D:min,D:min
D:min,N
N,N
N,F
F,Eb
Eb,G/5
G/5,C
C,E:min/5
E:min/5,C:7
C:7,F
F,C/3
C/3,D
D,G
G,G:sus4(2)/2
G:sus4(2)/2,G/3
G/3,A:min
A:min,Ab:aug
Ab:aug,C/5
C/5,D:7
D:7,F
F,Eb
Eb,G/5
G/5,C
C,E:min/5
E:min/5,C:7
C:7,F
F,C/3
C/3,D
D,G
G,G:sus4(2)/2
G:sus4(2)/2,G/3
G/3,A:min
A:min,Ab:aug
Ab:aug,C/5
C/5,D:7
D:7,F
F,Eb
Eb,G/5
G/5,A
A,A
A,C#:min/5
C#:min/5,F#:min
F#:min,A/5
A/5,D
D,G
G,A
A,A/7
A/7,A/b7
A/b7,A/6
A/6,A/b6
A/b6,A/5
A/5,A
A,C#:min/5
C#:min/5,F#:min
F#:min,A/5
A/5,D
D,G
G,C
C,C/7
C/7,C/6
C/6,C/5
C/5,C/3
C/3,C/2
C/2,C
C,E:min/5
E:min/5,C:7
C:7,F
F,C/3
C/3,D
D,G
G,G:sus4(2)/2
G:sus4(2)/2,G/3
G/3,A:min
A:min,Ab:aug
Ab:aug,C/5
C/5,D:7
D:7,F
F,Eb
Eb,G/5
G/5,C
C,E:min/5
E:min/5,C:7
C:7,F
F,C/3
C/3,D
D,G
G,G:sus4(2)
G:sus4(2),G/3
G/3,A:min
A:min,Ab:aug
Ab:aug,C/5
C/5,D:7
D:7,F
F,Eb
Eb,G/5
G/5,A
A,F
F,Eb
Eb,G/5
G/5,C
C,N
N,N
N,D
D,F#:min/5
F#:min/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A
A,D
D,D/7
D/7,D/6
D/6,A
A,A/2
A/2,A/3
A/3,D
D,F#:min/5
F#:min/5,B
B,B/5
B/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A/5
A/5,D
D,D/7
D/7,D/6
D/6,A/3
A/3,E:7
E:7,A
A,A/3
A/3,A/2
A/2,A
A,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,E:7/5
E:7/5,E:7
E:7,A:7
A:7,A:7/5
A:7/5,A:7
A:7,E:min
E:min,A
A,D
D,D
D,F#/5
F#/5,B:min
B:min,D:7/5
D:7/5,G
G,G/2
G/2,G/3
G/3,G/#4
G/#4,D
D,D
D,F#:min/5
F#:min/5,B
B,B/5
B/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A/5
A/5,D
D,D/7
D/7,D/6
D/6,A
A,A/2
A/2,D
D,F#:min/5
F#:min/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A/5
A/5,D
D,D/7
D/7,D/6
D/6,A
A,E:7
E:7,A
A,A/3
A/3,A/2
A/2,A
A,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,E:7/5
E:7/5,E:7
E:7,A:7
A:7,A:7/3
A:7/3,A:7/5
A:7/5,A:7/3
A:7/3,E:min
E:min,E:min/5
E:min/5,A
A,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,E:7/5
E:7/5,E:7
E:7,A:7
A:7,A:7/5
A:7/5,A:7
A:7,E:min
E:min,A
A,D
D,D
D,F#/5
F#/5,B:min
B:min,D:7/5
D:7/5,G
G,G/5
G/5,D
D,F#:min/5
F#:min/5,B
B,B/5
B/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A
A,D
D,D/7
D/7,D/6
D/6,A
A,A/3
A/3,A
A,D
D,F#:min/5
F#:min/5,B
B,E:min
E:min,E:min/5
E:min/5,E:min
E:min,E:min/b7
E:min/b7,E:min/6
E:min/6,E:min/5
E:min/5,A
A,A/3
A/3,A/5
A/5,A/3
A/3,A
A,D
D,D/7
D/7,D/6
D/6,A
A,E:7
E:7,A
A,A/b7
A/b7,A/5
A/5,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,A:7
A:7,A:7/5
A:7/5,A:7
A:7,E:min
E:min,E:min/5
E:min/5,A
A,D
D,D/5
D/5,D
D,D:maj(*1)/#1
D:maj(*1)/#1,E:7
E:7,E:7/5
E:7/5,E:7
E:7,A:7
A:7,E:min
E:min,A
A,D
D,D
D,F#/5
F#/5,B:min
B:min,D:7/5
D:7/5,G
G,D
D,N
N,N
N,E:aug
E:aug,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,E
E,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,A:7
A:7,D
D,F:7
F:7,A
A,B
B,E
E,F:7
F:7,E
E,E:aug
E:aug,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,A:7
A:7,D
D,F:7
F:7,A
A,B
B,E
E,F:7
F:7,E
E,E:aug
E:aug,A
A,E
E,F#:min
F#:min,D
D,B:min
B:min,E
E,B:min
B:min,E
E,A
A,D
D,A
A,Bb:7
Bb:7,A:7
A:7,N
N,N
N,E
E,B:9
B:9,E
E,E/5
E/5,D
D,D#
D#,E
E,C#:min
C#:min,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,F#:min
F#:min,D
D,E
E,A
A,B
B,E
E,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,E/7
E/7,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,C#:min
C#:min,C#:min/b7
C#:min/b7,A
A,B
B,E
E,B
B,E
E,N
N,N
N,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,A:min
A:min,A
A,D:min
D:min,D:min
D:min,F
F,C
C,Bb
Bb,"D:(1,4)"
"D:(1,4)","D#:(1,4)"
"D#:(1,4)","E:(1,4)"
"E:(1,4)",E:9
E:9,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,A:min
A:min,A
A,D:min
D:min,D:min
D:min,F
F,C
C,Bb
Bb,"D:(1,4)"
"D:(1,4)","D#:(1,4)"
"D#:(1,4)","E:(1,4)"
"E:(1,4)",E:9
E:9,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,A:min
A:min,A
A,D:min
D:min,D:min
D:min,F
F,C
C,Bb
Bb,"D:(1,4)"
"D:(1,4)","D#:(1,4)"
"D#:(1,4)","E:(1,4)"
"E:(1,4)",E:9
E:9,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,D:min
D:min,D:min/2
D:min/2,D:min/b3
D:min/b3,D:min/4
D:min/4,D:min/5
D:min/5,E:9
E:9,Bb:7
Bb:7,A:aug
A:aug,A:min
A:min,A:min
A:min,C
C,"D:min7(2,*b3,4)"
"D:min7(2,*b3,4)",F
F,G
G,G#:aug
G#:aug,E:maj6
E:maj6,E
E,B
